Quick Sell Value,Name,Position(s),Rating,Nation,Club,League,Pace,Shooting,Passing,Dribbling,Defending,Physical,Age,Height,Weight,Foot,Attack WR,Defend WR,Weak Foot,Skill Moves,Real Face,Card,Date Of Birth,Acceleration,Sprint Speed,Att. Position,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,FK Acc.,Short Pass,Long Pass,Curve,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,Interceptions,Heading Acc.,Def. Aware,Stand Tackle,Slide Tackle,Jumping,Stamina,Strength,Aggression,CM Release Clause,CM Wage,CM Value,CM Role
,Dumfries,RB,78,Netherlands,PSV,Eredivisie,80,50,66,71,76,87,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fejsa,CDM,78,Serbia,SL Benfica,Liga NOS,54,57,65,66,81,80,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sergio Oliveira,CM,78,Portugal,FC Porto,Liga NOS,58,76,79,76,67,66,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Troy Deeney,ST,78,England,Warford,EPL,57,79,67,71,37,85,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Capa,RB,78,Spain,Athletic Bilbao,La Liga Santander,82,63,69,76,73,83,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enis Bardhi,CM,78,Macedonia,Levante,La Liga Santander,72,81,78,80,63,56,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malcuit,RB,78,France,Napoli,Serie A,85,63,73,78,74,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bertrand Traore,RW,78,Burkina Faso,OL,Ligue 1,,,,,,,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alvaro,CB,78,Spain,OM,Ligue 1,,,,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Henry Onyekuru,LM,78,Nigeria,AS Monaco,Ligue 1,,,,,,,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tousart,CDM,78,France,OL,Ligue 1,,,,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matz Sels,GK,78,Belgium,RC Strasbourg,Ligue 1,,,,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Grob,CM,78,Germany,Brighton,EPL,58,72,82,74,60,72,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Tomkins,CB,78,England,Crystal Palace,EPL,41,32,57,55,80,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meret,GK,78,Italy,Napoli,Serie A,79,74,70,82,44,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Finnbogason,ST,78,Iceland,Augsburg,Bundesliga,66,81,62,74,33,69,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Ryan Babel,LM,78,Netherlands,Galatasaray,Super Lig,83,79,71,80,36,73,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hugo Mallo,RB,78,Spain,RC Celta,La Liga Santander,68,39,69,73,75,74,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andersen,CB,78,Denmark,OL,Ligue 1,60,40,54,56,78,79,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ochoa,GK,78,Mexico,America,Liga MX,77,69,75,83,48,79,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sulejmani,LM,78,Serbia,Young Boys,Swiss League,83,75,75,80,31,54,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Hateboer,RM,78,Netherlands,Atalanta,Serie A,83,62,70,77,75,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Victor Moses,RM,78,Nigeria,Fenerbahce,Super Lig,77,69,74,80,73,70,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gary Medel,CDM,78,Chile,Besiktas,Super Lig,68,47,65,70,77,84,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Camacho,CDM,78,Spain,Wolfsburg,Bundesliga,54,60,70,69,79,72,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meite,CM,78,France,Torino,Serie A,66,61,74,77,75,83,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calvert-Lewin,ST,77,England,Everton,EPL,84,70,63,75,38,79,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colley,CB,77,,Sampdoria,Serie A,67,31,52,54,75,83,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mechele,CB,77,Belgium,Club Brugge,Belgium Pro League,63,35,47,57,81,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Johnathan,ST,77,Brazil,,,79,76,63,74,40,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diakhaby,CB,77,France,Valencia,La Liga Santander,56,37,52,58,76,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Varela,CB,77,,PAOK,,67,44,54,60,76,82,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jonas Martin,CM,77,France,RC Strasbourg,Ligue 1,,,,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Petagna,ST,77,Italy,Spal,Serie A,62,74,68,75,40,81,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Edouard Mendy,GK,77,Senegal,Stade Rennais,Ligue 1,77,73,70,78,35,76,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atal,RB,77,Algeria,OGC Nice,Ligue 1,88,68,72,82,71,73,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aziz,CB,77,Turkey,Fenerbahce,Super Lig,73,32,56,58,76,78,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Renan Lodi,LB,77,Brazil,Atletico Madrid,La Liga Santander,84,66,75,79,72,73,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bittencourt,CAM,77,Germany,TSG Hoffenheim,Bundesliga,82,65,75,82,54,59,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bebou,RW,77,Togo,TSG Hoffenheim,Bundesliga,93,70,66,80,33,64,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theo Walcott,RM,77,England,Everton,EPL,87,72,70,78,39,61,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clichy,LB,77,France,Basaksehir,Super Lig,78,43,70,75,75,68,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pizarro,CAM,77,Mexico,Monterrey,Liga MX,82,70,74,78,64,74,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ristovski,RB,77,,Sporting CP,Liga NOS,89,61,68,74,74,79,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Upamecano,CB,77,France,RB Leipzig,Bundesliga,76,36,59,62,75,80,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pedro Henriq...,CB,77,Brazil,Vitoria Guim.,Liga NOS,45,42,45,57,77,82,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivan Ramis,CB,77,Spain,SD Eibar,La Liga Santander,32,61,62,58,77,81,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vlasic,CAM,77,Croatia ,CSKA Moscow,Russian Premier League,79,70,73,79,48,66,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emerson,LB,77,Italy,Chelsea,EPL,79,59,68,78,74,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patrick Herrmann,RM,77,Germany,M'Gladbach,Bundesliga,79,70,74,77,33,58,,"5'10""",,Right,Medium,Medium,2,3,,Common Gold,12/02/1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Farfan,RM,77,Peru,Lokomotiv Moscow,Russian Premier League,,,,,,,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Danny Drinkwater,CM,77,England,Burnley,EPL,,,,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Teemu Pukki,ST,77,Finland,Norwich ,EPL,,,,,,,,,,,,,,,,Common Gold,,78,76,84,81,75,64,68,66,71,45,40,71,35,53,77,72,81,76,73,73,36,62,30,29,16,75,78,69,56,,,,
,Marcal,LB,77,Brazil,OL,Ligue 1,77,57,71,73,76,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Renan Ribiero,GK,77,Brazil,Sporting CP,Liga NOS,81,70,67,80,49,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Loic Remy,ST,77,France,LOSC Lille,Ligue 1,74,77,64,73,37,68,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juanmi,LW,77,Spain,Real Betis,La Liga Santander,74,77,67,78,30,53,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Djiku,CB,77,France,RC Strasbourg,Ligue 1,76,40,64,69,76,80,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plattenhardt,LB,77,Germany,Hertha BSC,Bundesliga,71,55,77,75,74,72,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suarez,ST,77,Argentina,,,70,77,72,81,31,67,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juraj Kucka,CM,77,Slovakia,Parma,Serie A,60,72,72,74,77,88,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sio,ST,77,Ivory Coast,,Super Lig,82,76,71,76,29,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gurtner,GK,77,France,Amiens,Ligue 1,78,75,74,79,44,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Layvin Kurzawa,LB,77,France,Paris,Ligue 1,73,68,75,77,74,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Niang,ST,77,,Stade Rennais,Ligue 1,89,78,68,80,31,65,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Cyprien,CM,77,France,OGC Nice,Ligue 1,76,75,76,78,74,78,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bourigeaud,LM,77,France,Stade Rennais,Ligue 1,69,73,78,77,61,70,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tete,RB,77,Netherlands,OL,Ligue 1,76,46,66,67,78,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bernardoni,GK,77,France,Nimes,Ligue 1,78,74,73,84,29,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jordan Lukaku,LM,77,Belgium,Lazio,Serie A,91,61,70,79,71,78,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nandez,CM,77,Uruguay,Cagliari,Serie A,77,67,68,76,76,83,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weiser,RB,77,Germany,Leverkusen,Bundesliga,80,62,75,83,72,68,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wright-Phillips,ST,77,England,Red Bull Salzburg,Austrian Bundesliga,71,76,64,71,43,69,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jesus Vallejo,CB,77,Spain,Wolves,EPL,71,41,55,63,77,67,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Javi Garcia,CDM,77,Spain,Real Betis,La Liga Santander,50,62,67,69,76,82,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas Perez,ST,77,Spain,D. Alaves,La Liga Santander,72,78,75,77,32,68,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Westwood,CM,77,England,Burnley,EPL,60,60,79,74,74,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bentaleb,CM,77,Algeria,Schalke,Bundesliga,65,71,75,79,67,74,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paschalakis,GK,77,Greece,PAOK,Greek League,81,68,68,81,51,74,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ibisevic,ST,77,Bosnia & Herzegovina,Hertha BSC,Bundesliga,41,78,68,72,41,70,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lens,RM,77,Netherlands,Besiktas,Super Lig,89,74,71,79,36,71,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Aguilar,CB,77,,,,63,52,53,57,77,78,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Forrest,RM,77,Scotland,Celtic,Scottish League,93,72,69,79,48,65,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Schone,CM,77,Denmark,Genoa,Serie A,48,74,81,76,63,62,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acheampong,ST,77,,,,94,76,67,79,51,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coady,CB,77,England,Wolves,EPL,47,59,73,66,78,74,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Doumbia,CDM,76,Ivory Coast,Sporting CP,Liga NOS,68,57,68,73,74,86,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raman,LM,76,Belgium,Schalke,Bundesliga,91,72,66,79,26,56,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zurutuza,CM,76,France,Real Soceidad,La Liga Santander,56,70,74,75,68,65,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Garry Rodrigues,LM,76,,Fenerbahce,Super Lig,83,72,71,76,43,69,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heldon,RM,76,,,,85,71,70,78,29,58,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Radovanovic,CDM,76,Serbia,Genoa,Serie A,55,59,72,68,73,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jackson Martinez,ST,76,Colombia,,Liga NOS,67,74,62,71,39,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Augustin,ST,76,France,RB Leipzig,Bundesliga,81,75,62,79,30,63,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coufal,RB,76,Czech Republic,,,77,60,70,72,72,80,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eduardo Hen...,CM,76,Brazil,,,72,68,74,74,71,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Milenkovic,CB,76,Serbia,Fiorentina,Serie A,64,44,62,61,75,81,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guilherme,CDM,76,Brazil,,,67,64,72,69,72,78,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ascacibar,CDM,76,Argentina,Stuttgart,Bundesliga,70,46,61,66,77,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gosens,LM,76,Germany,Atalanta,Serie A,79,65,72,74,72,77,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jansson,CB,76,Sweden,,,64,42,53,62,76,79,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dos Santos,CAM,76,Mexico,America,Liga MX,84,73,73,79,33,51,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dzemaili,CM,76,Switzerland,Bologna,Serie A,57,73,76,76,71,66,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Van Aanholt,LB,76,Netherlands,Crystal Palace,EPL,87,68,70,76,72,71,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taylor,LB,76,England,Burnley,EPL,71,54,71,74,75,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kounde,CB,76,France,Sevilla,La Liga Santander,70,31,48,63,78,69,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reyes,CB,76,Mexico,Fenerbahce,Super Lig,62,46,61,69,77,67,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chygrynskyi,CB,76,Ukraine,AEK Athens,Greek League ,50,39,59,46,76,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kiko Femenia,RB,76,Spain,Watford,EPL,75,58,71,78,73,68,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rodrygo,LW,76,Brazil,Real Madrid,La Liga Santander,85,72,65,80,29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jermain Defoe,ST,76,England,Rangers,Scottish League,67,82,60,76,26,56,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steffen,GK,76,United States,Fortuna Dusseldorf,Bundesliga,76,72,74,84,53,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Osorio,CB,76,Venezuela,FC Porto,Liga NOS,56,31,44,52,74,83,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duarte,CB,76,Costa Rica,Levante,La Liga Santander,65,47,54,56,77,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caleta-Car,CB,76,,OM,Ligue 1,64,40,59,59,75,79,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acosta,LW,76,Argentina,,Primera Division,92,70,67,80,45,63,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Knockaert,RW,76,France,Fulham,EFL Championship,73,70,72,82,49,65,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phil Foden,CAM,76,England ,Manchester City,EPL,74,64,74,79,55,55,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guidetti,ST,76,Sweden,D. Alaves,La Liga Santander,61,77,68,73,41,74,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Romero,RM,76,,San Lorenzo,Primera Division,77,73,75,78,35,61,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hunt,CAM,76,Germany,Hamburg,,65,73,75,76,44,63,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bocchetti,CB,76,Italy,Hellas Verona,Serie A,66,51,55,62,76,79,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ragnar Klavan,CB,76,Estonia,Cagliari,Serie A,41,48,63,61,77,67,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iturraspe,CM,76,Spain,RCD Espanyol,La Liga Santander,,,67,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mena,RW,76,Ecuador,Leon,Liga MX,83,72,71,78,44,48,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gutierrez,ST,76,,,,,,,,,,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Altidore,ST,76,United States,,MLS,70,76,61,69,32,81,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bamba,CB,76,Ivory Coast,Cardiff City,EFL Championship,51,28,44,56,76,79,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cervi,LM,76,Argentina,SL Benfica,Liga NOS,92,65,68,84,50,51,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unnerstall,GK,76,Germany,PSV,Eredivisie,76,75,72,77,32,74,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acosta,CAM,76,Argentina,DC United,MLS,81,67,71,80,46,61,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ricardo Esagio,RB,76,Portugal,SC Braga,Liga NOS,74,66,74,80,70,68,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arthur Masuaku,LB,76,DR Congo,West Ham,EPL,86,63,72,80,70,70,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Theo Hernandez,LB,76,France,Milan,Serie A,92,57,65,73,70,76,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Renato Ibarra,RM,76,Ecuador,America,Liga MX,92,65,70,76,53,74,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Solomon Kverkelia,CB,76,Georgia,Lokomotiv Moscow,Russian Premier League,72,38,53,42,78,81,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Campbell,ST,76,Costa Rica,,,88,74,74,78,40,72,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malen,ST,76,Netherlands,PSV,Eredivisie,91,73,64,79,29,72,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Castagne,LM,76,Belgium,Atalanta,Serie A,82,56,69,74,73,68,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Briand,ST,76,France,Bordeaux,Ligue 1,66,76,73,72,46,71,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kolodziejczak,CB,76,France,ASSE,Ligue 1,77,37,67,61,76,79,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hamouma,RM,76,France,ASSE,Ligue 1,67,73,76,78,42,63,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mexer,CB,76,,Bordeaux,Ligue 1,60,48,58,64,75,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abdelhamid,CB,76,,,Ligue 1,36,29,55,64,76,78,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thomasson,CM,76,France,RC Strasbourg,Ligue 1,73,70,75,76,64,63,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eric Maxim Choupo-Moting,ST,76,Cameroon,Paris,Ligue 1,76,71,68,77,37,71,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mangani,CM,76,France,Angers,Ligue 1,55,69,76,71,71,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Schlager,CM,76,Austria,Wolfsburg,Bundesliga,78,68,71,76,65,74,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Johnson,LM,76,United States,M'Gladbach,Bundesliga,76,66,73,75,68,66,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adrian Lopez,ST,76,Spain,CA Osasuna,La Liga Santander,66,76,68,80,27,62,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nakamba,CDM,76,,Aston Villa,EPL,74,49,63,72,75,82,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sequeira,LB,76,Portugal,SC Braga,Liga NOS,70,59,68,70,74,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
